event_id,actual_label,detection_prediction,detection_confidence,attack_group,group_confidence,predicted_attack_type,attack_confidence,threat_correct,response_severity,recommended_actions,trust_score,trust_decision,ledger_valid_after_logging
evt-000000778,unauthorized_access,attack,0.5556858792585629,access_attack,0.9952559451994332,unauthorized_access,0.9273312841551423,True,high,Revoke suspicious credentials | Force password reset | Enable multi-factor authentication | Review IAM policy changes,0.7415,human_review,True
evt-000000786,credential_theft,attack,0.58288264813932,access_attack,0.9972504107857274,credential_theft,0.572799709740363,True,high,Force credential rotation | Invalidate active sessions | Enable MFA | Review authentication logs,0.5778,escalate,True
evt-000000791,ddos,attack,0.9117993648041153,network_flooding,0.9961904761904762,ddos,0.4597694313285071,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.6858,human_review,True
evt-000000800,ddos,attack,0.9873762006234973,network_flooding,0.9922460317460318,ddos,0.5260296434636302,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.7567,human_review,True
evt-000000803,unauthorized_access,attack,0.641501917341586,access_attack,0.9959351933774697,unauthorized_access,0.9390541801256831,True,high,Revoke suspicious credentials | Force password reset | Enable multi-factor authentication | Review IAM policy changes,0.7903,human_review,True
evt-000000806,ddos,attack,0.9882044026119721,network_flooding,0.9998030942334739,ddos,0.4548706498553773,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.7215,human_review,True
evt-000000809,data_tampering,attack,0.7315367412408473,integrity_attack,0.9987510898709047,data_tampering,0.9976470588235294,True,high,Validate sensor data integrity | Restore trusted telemetry baseline | Inspect affected device firmware | Audit data modification events,0.8646,auto_response,True
evt-000000810,malware,attack,0.8155583199884613,malware_attack,0.9994449043262079,malware,0.9993439393939394,True,high,Isolate affected device | Run malware scan | Revoke suspicious sessions | Patch firmware and software,0.9075,auto_response,True
evt-000000820,unauthorized_access,normal,0.679383207169357,,,,,False,,,,missed_detection,
evt-000000825,malware,attack,0.8805154647859215,malware_attack,0.9945729568292605,malware,0.9911217171717173,True,high,Isolate affected device | Run malware scan | Revoke suspicious sessions | Patch firmware and software,0.9358,auto_response,True
evt-000000838,data_tampering,attack,0.5786196308012655,integrity_attack,0.9775868699222369,data_tampering,0.9835790598290597,True,high,Validate sensor data integrity | Restore trusted telemetry baseline | Inspect affected device firmware | Audit data modification events,0.7811,human_review,True
evt-000000840,unauthorized_access,attack,0.5292509360524401,access_attack,0.9967316367617794,unauthorized_access,0.9310689536629654,True,high,Revoke suspicious credentials | Force password reset | Enable multi-factor authentication | Review IAM policy changes,0.7302,human_review,True
evt-000000850,malware,attack,0.6287340207756007,malware_attack,0.9946492573135967,malware,0.9846243386243387,True,high,Isolate affected device | Run malware scan | Revoke suspicious sessions | Patch firmware and software,0.8067,human_review,True
evt-000000862,mqtt_flood,attack,0.9796168033282093,network_flooding,0.9991017075822086,mqtt_flood,0.4346644492359604,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.7071,human_review,True
evt-000000863,ddos,attack,0.9837313507931449,network_flooding,0.9991666666666668,ddos,0.44122876890159385,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.7125,human_review,True
evt-000000866,mqtt_flood,attack,0.9796940406281943,network_flooding,0.9954697609001406,mqtt_flood,0.399172743930271,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.6894,human_review,True
evt-000000869,malware,attack,0.5343696497596541,malware_attack,0.939471239435551,malware,0.940815764051336,True,high,Isolate affected device | Run malware scan | Revoke suspicious sessions | Patch firmware and software,0.7376,human_review,True
evt-000000875,data_tampering,attack,0.764946800969322,integrity_attack,0.9976388888888889,data_tampering,1.0,True,high,Validate sensor data integrity | Restore trusted telemetry baseline | Inspect affected device firmware | Audit data modification events,0.8825,auto_response,True
evt-000000877,data_tampering,attack,0.5522531243734649,integrity_attack,0.9897502556144265,data_tampering,0.9887942612942614,True,high,Validate sensor data integrity | Restore trusted telemetry baseline | Inspect affected device firmware | Audit data modification events,0.7705,human_review,True
evt-000000887,credential_theft,attack,0.5352292179274946,access_attack,0.9846821097206896,credential_theft,0.8572695493748885,True,high,Force credential rotation | Invalidate active sessions | Enable MFA | Review authentication logs,0.6962,human_review,True
evt-000000888,ddos,attack,0.988239751865348,network_flooding,0.9722256736865412,ddos,0.49560529268686443,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.7419,human_review,True
evt-000000892,credential_theft,attack,0.5998805589958873,access_attack,0.9714664483475487,credential_theft,0.8596942780802939,True,high,Force credential rotation | Invalidate active sessions | Enable MFA | Review authentication logs,0.7298,human_review,True
evt-000000896,data_tampering,attack,0.7323646705854354,integrity_attack,0.9939053184280634,data_tampering,1.0,True,high,Validate sensor data integrity | Restore trusted telemetry baseline | Inspect affected device firmware | Audit data modification events,0.8662,auto_response,True
evt-000000899,unauthorized_access,normal,0.5361100487315568,,,,,False,,,,missed_detection,
evt-000000915,replay_attack,attack,0.500714176099762,access_attack,0.9581295410075877,replay_attack,0.8472708362962289,True,medium,Enforce nonce validation | Reject stale messages | Synchronize device clocks | Review retransmission patterns,0.674,human_review,True
evt-000000926,malware,attack,0.7914649566696892,malware_attack,0.9982891503579541,malware,0.9976190476190476,True,high,Isolate affected device | Run malware scan | Revoke suspicious sessions | Patch firmware and software,0.8945,auto_response,True
evt-000000932,unauthorized_access,attack,0.7384481067597445,access_attack,0.976395074336476,unauthorized_access,0.9325293241054654,True,high,Revoke suspicious credentials | Force password reset | Enable multi-factor authentication | Review IAM policy changes,0.8355,human_review,True
evt-000000947,jamming,attack,0.9577437775007488,signal_attack,0.9596205356658655,jamming,0.9481124526734159,True,medium,Switch communication channel | Increase signal monitoring | Inspect RF interference source | Activate backup communication path,0.9529,auto_response,True
evt-000000951,data_tampering,attack,0.7308195387355935,integrity_attack,0.9854952110263592,data_tampering,0.9897953216374269,True,high,Validate sensor data integrity | Restore trusted telemetry baseline | Inspect affected device firmware | Audit data modification events,0.8603,auto_response,True
evt-000000952,credential_theft,attack,0.5648156582825109,access_attack,0.9867775844481277,replay_attack,0.5419517029190697,False,medium,Enforce nonce validation | Reject stale messages | Synchronize device clocks | Review retransmission patterns,0.5534,escalate,True
evt-000000956,ddos,attack,0.9886783049543625,network_flooding,0.99425,ddos,0.5288003953234489,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.7587,human_review,True
evt-000000958,ddos,attack,0.988213378124442,network_flooding,0.9961139262585916,ddos,0.4676560759091741,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.7279,human_review,True
evt-000000960,mqtt_flood,attack,0.9881497365935752,network_flooding,0.9991236374067699,mqtt_flood,0.41362469011887026,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.7009,human_review,True
evt-000000963,replay_attack,attack,0.5234162353995513,access_attack,0.9605430347311826,replay_attack,0.7788018797857108,True,medium,Enforce nonce validation | Reject stale messages | Synchronize device clocks | Review retransmission patterns,0.6511,human_review,True
evt-000000965,replay_attack,attack,0.5469942604830144,access_attack,0.963998984151896,replay_attack,0.8114636569829866,True,medium,Enforce nonce validation | Reject stale messages | Synchronize device clocks | Review retransmission patterns,0.6792,human_review,True
evt-000000966,unauthorized_access,attack,0.8745946998802883,access_attack,0.9954988377382658,unauthorized_access,0.9171980204811022,True,high,Revoke suspicious credentials | Force password reset | Enable multi-factor authentication | Review IAM policy changes,0.8959,auto_response,True
evt-000000982,replay_attack,attack,0.5296770899984606,access_attack,0.9766468547716488,replay_attack,0.853724942280814,True,medium,Enforce nonce validation | Reject stale messages | Synchronize device clocks | Review retransmission patterns,0.6917,human_review,True
evt-000000983,mqtt_flood,attack,0.9313305456526657,network_flooding,0.8931301094461019,mqtt_flood,0.4948373895799667,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.7131,human_review,True
evt-000000987,jamming,attack,0.9873445724974692,signal_attack,0.9950274568465296,jamming,0.996881736935462,True,medium,Switch communication channel | Increase signal monitoring | Inspect RF interference source | Activate backup communication path,0.9921,auto_response,True
evt-000000990,mqtt_flood,attack,0.8886327655164646,network_flooding,0.9746195324283559,mqtt_flood,0.5339133367350569,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.7113,human_review,True
evt-000001001,ddos,attack,0.9865376854936326,network_flooding,1.0,ddos,0.5039850005071382,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.7453,human_review,True
evt-000001002,jamming,attack,0.9888424947382802,signal_attack,0.997707190733447,jamming,0.9912712597689305,True,medium,Switch communication channel | Increase signal monitoring | Inspect RF interference source | Activate backup communication path,0.9901,auto_response,True
evt-000001006,mqtt_flood,attack,0.9884072078144415,network_flooding,0.9993447258421441,mqtt_flood,0.4538767533332833,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.7211,human_review,True
evt-000001009,mqtt_flood,attack,0.9874184285393504,network_flooding,0.9844195653329959,mqtt_flood,0.4423266181495225,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.7149,human_review,True
evt-000001015,unauthorized_access,attack,0.6174100821587482,access_attack,0.9996262782078431,unauthorized_access,0.9316723644062864,True,high,Revoke suspicious credentials | Force password reset | Enable multi-factor authentication | Review IAM policy changes,0.7745,human_review,True
evt-000001018,malware,attack,0.8660725769547932,malware_attack,0.9836426767676769,malware,0.9820187590187591,True,high,Isolate affected device | Run malware scan | Revoke suspicious sessions | Patch firmware and software,0.924,auto_response,True
evt-000001028,ddos,attack,0.9793613913008824,network_flooding,0.9991017075822086,ddos,0.4483930942743616,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.7139,human_review,True
evt-000001033,mqtt_flood,attack,0.9088943815470659,network_flooding,0.9998030942334739,mqtt_flood,0.4705801909052596,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.6897,human_review,True
evt-000001040,ddos,attack,0.9883924143939447,network_flooding,0.9930758838420672,ddos,0.5015094333070902,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.745,human_review,True
evt-000001042,data_tampering,attack,0.755792591275992,integrity_attack,0.9824753501400559,data_tampering,0.9975,True,high,Validate sensor data integrity | Restore trusted telemetry baseline | Inspect affected device firmware | Audit data modification events,0.8766,auto_response,True
evt-000001048,data_tampering,attack,0.7422215441559937,integrity_attack,0.997470218017201,data_tampering,0.9977777777777779,True,high,Validate sensor data integrity | Restore trusted telemetry baseline | Inspect affected device firmware | Audit data modification events,0.87,auto_response,True
evt-000001057,unauthorized_access,attack,0.8527086835121654,access_attack,0.9807507722095907,unauthorized_access,0.9178226869113512,True,high,Revoke suspicious credentials | Force password reset | Enable multi-factor authentication | Review IAM policy changes,0.8853,auto_response,True
evt-000001060,credential_theft,attack,0.5305346044172274,access_attack,0.9676245427035365,replay_attack,0.5058012229246597,False,medium,Enforce nonce validation | Reject stale messages | Synchronize device clocks | Review retransmission patterns,0.5182,escalate,True
evt-000001064,unauthorized_access,attack,0.872422932783458,access_attack,0.9988571597743318,unauthorized_access,0.9157219306424175,True,high,Revoke suspicious credentials | Force password reset | Enable multi-factor authentication | Review IAM policy changes,0.8941,auto_response,True
evt-000001067,credential_theft,attack,0.5639884777588051,access_attack,0.9878514055783418,credential_theft,0.8774061464299017,True,high,Force credential rotation | Invalidate active sessions | Enable MFA | Review authentication logs,0.7207,human_review,True
evt-000001069,credential_theft,attack,0.6836360777766908,access_attack,0.9672247214481214,credential_theft,0.8540329702760162,True,high,Force credential rotation | Invalidate active sessions | Enable MFA | Review authentication logs,0.7688,human_review,True
evt-000001078,credential_theft,attack,0.715208611370695,access_attack,0.9863628343171235,credential_theft,0.5424006444690417,True,high,Force credential rotation | Invalidate active sessions | Enable MFA | Review authentication logs,0.6288,human_review,True
evt-000001083,data_tampering,attack,0.7557610000594593,integrity_attack,0.996845218017201,data_tampering,1.0,True,high,Validate sensor data integrity | Restore trusted telemetry baseline | Inspect affected device firmware | Audit data modification events,0.8779,auto_response,True
evt-000001092,mqtt_flood,attack,0.90577386002222,network_flooding,0.9835928195619664,mqtt_flood,0.509206424964128,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.7075,human_review,True
evt-000001100,ddos,attack,0.984575146427777,network_flooding,0.9948030942334739,ddos,0.47794976153712676,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.7313,human_review,True
evt-000001102,botnet_c2,attack,0.9793196051432567,network_flooding,1.0,botnet_c2,0.5537304380598713,True,critical,Isolate compromised devices | Block command-and-control domains | Inspect outbound traffic | Reimage affected nodes,0.7665,human_review,True
evt-000001106,credential_theft,attack,0.5072323003498524,access_attack,0.972677581559489,credential_theft,0.5156686878010074,True,high,Force credential rotation | Invalidate active sessions | Enable MFA | Review authentication logs,0.5115,escalate,True
evt-000001107,botnet_c2,attack,0.9887856401373698,network_flooding,1.0,botnet_c2,0.5428328059139909,True,critical,Isolate compromised devices | Block command-and-control domains | Inspect outbound traffic | Reimage affected nodes,0.7658,human_review,True
evt-000001109,mqtt_flood,attack,0.9884068133930949,network_flooding,1.0,mqtt_flood,0.43199701726158407,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.7102,human_review,True
evt-000001110,credential_theft,attack,0.6732589436444417,access_attack,0.9969324584022771,credential_theft,0.8772646007923205,True,high,Force credential rotation | Invalidate active sessions | Enable MFA | Review authentication logs,0.7753,human_review,True
evt-000001111,unauthorized_access,attack,0.6064681459675435,access_attack,0.9937162294405291,unauthorized_access,0.916668929408983,True,high,Revoke suspicious credentials | Force password reset | Enable multi-factor authentication | Review IAM policy changes,0.7616,human_review,True
evt-000001120,malware,attack,0.6071813830535294,malware_attack,0.9961847984722723,malware,0.995,True,high,Isolate affected device | Run malware scan | Revoke suspicious sessions | Patch firmware and software,0.8011,human_review,True
evt-000001122,credential_theft,attack,0.5681681698034186,access_attack,0.9834322885989029,credential_theft,0.904471850942205,True,high,Force credential rotation | Invalidate active sessions | Enable MFA | Review authentication logs,0.7363,human_review,True
evt-000001123,unauthorized_access,attack,0.8483700679493906,access_attack,0.9996628643387006,unauthorized_access,0.9484590159197851,True,high,Revoke suspicious credentials | Force password reset | Enable multi-factor authentication | Review IAM policy changes,0.8984,auto_response,True
evt-000001127,ddos,attack,0.9617191614746186,network_flooding,0.9999569707401034,ddos,0.4024213035943027,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.6821,human_review,True
evt-000001128,mqtt_flood,attack,0.9859245078536013,network_flooding,0.9978239275668073,mqtt_flood,0.4957118208070034,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.7408,human_review,True
evt-000001135,mqtt_flood,attack,0.9233241539821535,network_flooding,0.981092627960275,mqtt_flood,0.4823292675186775,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.7028,human_review,True
evt-000001140,malware,attack,0.8134831880772926,malware_attack,0.9960446809560761,malware,0.9877413479052823,True,high,Isolate affected device | Run malware scan | Revoke suspicious sessions | Patch firmware and software,0.9006,auto_response,True
evt-000001144,data_tampering,attack,0.5603376380697143,integrity_attack,0.977559858024651,data_tampering,0.9904365079365081,True,high,Validate sensor data integrity | Restore trusted telemetry baseline | Inspect affected device firmware | Audit data modification events,0.7754,human_review,True
evt-000001145,mqtt_flood,attack,0.9882366654028084,network_flooding,0.9985544217687073,mqtt_flood,0.4273857858365713,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.7078,human_review,True
evt-000001162,data_tampering,attack,0.7670762884783265,integrity_attack,0.9993243967828418,data_tampering,0.99875,True,high,Validate sensor data integrity | Restore trusted telemetry baseline | Inspect affected device firmware | Audit data modification events,0.8829,auto_response,True
evt-000001166,mqtt_flood,attack,0.9792112277934444,network_flooding,0.9999569707401033,mqtt_flood,0.4840339495120451,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.7316,human_review,True
evt-000001169,credential_theft,attack,0.573871938380677,access_attack,0.9623512258262782,credential_theft,0.8528461025493141,True,high,Force credential rotation | Invalidate active sessions | Enable MFA | Review authentication logs,0.7134,human_review,True
evt-000001177,data_tampering,attack,0.5720943579697642,integrity_attack,0.987477230790939,data_tampering,0.9880530410183875,True,high,Validate sensor data integrity | Restore trusted telemetry baseline | Inspect affected device firmware | Audit data modification events,0.7801,human_review,True
evt-000001179,credential_theft,attack,0.5898691358677333,access_attack,0.9744626779743463,credential_theft,0.9055461398434386,True,high,Force credential rotation | Invalidate active sessions | Enable MFA | Review authentication logs,0.7477,human_review,True
evt-000001181,data_tampering,attack,0.7553446993257027,integrity_attack,0.9980249169435216,data_tampering,1.0,True,high,Validate sensor data integrity | Restore trusted telemetry baseline | Inspect affected device firmware | Audit data modification events,0.8777,auto_response,True
evt-000001184,mqtt_flood,attack,0.9795415601735797,network_flooding,0.9898710317460317,mqtt_flood,0.5148510178400655,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.7472,human_review,True
evt-000001186,ddos,attack,0.771811330259031,network_flooding,0.9774335714285713,ddos,0.5129301963566658,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.6424,human_review,True
evt-000001187,credential_theft,attack,0.8814581919972663,access_attack,0.9875794029890343,credential_theft,0.8907619927357877,True,high,Force credential rotation | Invalidate active sessions | Enable MFA | Review authentication logs,0.8861,auto_response,True
evt-000001194,unauthorized_access,normal,0.5218224044465678,,,,,False,,,,missed_detection,
evt-000001203,botnet_c2,attack,0.9888730460440083,network_flooding,0.9905018939393939,botnet_c2,0.6010315988076663,True,critical,Isolate compromised devices | Block command-and-control domains | Inspect outbound traffic | Reimage affected nodes,0.795,human_review,True
evt-000001213,ddos,attack,0.9777775759261583,network_flooding,0.9998030942334739,ddos,0.5025086804698911,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.7401,human_review,True
evt-000001217,malware,attack,0.7219450002290568,malware_attack,0.999757404326208,malware,0.9936190476190476,True,high,Isolate affected device | Run malware scan | Revoke suspicious sessions | Patch firmware and software,0.8578,auto_response,True
evt-000001226,unauthorized_access,attack,0.8934824388024383,access_attack,0.968248456325233,unauthorized_access,0.8753125890222314,True,high,Revoke suspicious credentials | Force password reset | Enable multi-factor authentication | Review IAM policy changes,0.8844,auto_response,True
evt-000001230,credential_theft,attack,0.8001095842033314,access_attack,0.9954374464531887,credential_theft,0.8201222886356803,True,high,Force credential rotation | Invalidate active sessions | Enable MFA | Review authentication logs,0.8101,human_review,True
evt-000001235,unauthorized_access,attack,0.642702194661913,access_attack,0.9926997748398189,unauthorized_access,0.9332621976775475,True,high,Revoke suspicious credentials | Force password reset | Enable multi-factor authentication | Review IAM policy changes,0.788,human_review,True
evt-000001237,mqtt_flood,attack,0.9800997614531238,network_flooding,1.0,mqtt_flood,0.4206198812425209,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.7004,human_review,True
evt-000001239,mqtt_flood,attack,0.9870388316955208,network_flooding,0.9911503087949742,mqtt_flood,0.43428877630849844,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.7107,human_review,True
evt-000001242,mqtt_flood,attack,0.9796918522171799,network_flooding,1.0,mqtt_flood,0.49044056021866367,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.7351,human_review,True
evt-000001251,data_tampering,attack,0.7568809330717363,integrity_attack,0.9974725449309899,data_tampering,1.0,True,high,Validate sensor data integrity | Restore trusted telemetry baseline | Inspect affected device firmware | Audit data modification events,0.8784,auto_response,True
evt-000001260,ddos,attack,0.9771742820719308,network_flooding,0.9994839452973037,ddos,0.45722638767203183,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.7172,human_review,True
evt-000001265,replay_attack,normal,0.5015004146440772,,,,,False,,,,missed_detection,
evt-000001266,malware,attack,0.5508765773635969,malware_attack,0.9624926883390504,malware,0.9823189964157708,True,high,Isolate affected device | Run malware scan | Revoke suspicious sessions | Patch firmware and software,0.7666,human_review,True
evt-000001272,data_tampering,attack,0.5433897466293922,integrity_attack,0.9839699989383951,data_tampering,1.0,True,high,Validate sensor data integrity | Restore trusted telemetry baseline | Inspect affected device firmware | Audit data modification events,0.7717,human_review,True
evt-000001277,botnet_c2,attack,0.9794180395890979,network_flooding,0.9973214285714286,botnet_c2,0.5478760511088007,True,critical,Isolate compromised devices | Block command-and-control domains | Inspect outbound traffic | Reimage affected nodes,0.7636,human_review,True
evt-000001279,malware,attack,0.6862973812981462,malware_attack,0.9072496767052816,malware,0.9144801587301588,True,high,Isolate affected device | Run malware scan | Revoke suspicious sessions | Patch firmware and software,0.8004,human_review,True
evt-000001285,unauthorized_access,normal,0.9620215751537617,,,,,False,,,,missed_detection,
evt-000001286,unauthorized_access,attack,0.8651092080269842,access_attack,0.9996119680928313,unauthorized_access,0.9296066976783798,True,high,Revoke suspicious credentials | Force password reset | Enable multi-factor authentication | Review IAM policy changes,0.8974,auto_response,True
evt-000001290,jamming,attack,0.9719455009940069,signal_attack,0.9993342024044886,jamming,0.9999802544779253,True,medium,Switch communication channel | Increase signal monitoring | Inspect RF interference source | Activate backup communication path,0.986,auto_response,True
evt-000001300,unauthorized_access,attack,0.8748973328367364,access_attack,0.9906741087984636,unauthorized_access,0.9436149377656805,True,high,Revoke suspicious credentials | Force password reset | Enable multi-factor authentication | Review IAM policy changes,0.9093,auto_response,True
evt-000001321,botnet_c2,attack,0.9883263235836369,network_flooding,0.9973559606390932,botnet_c2,0.4887738189772077,True,critical,Isolate compromised devices | Block command-and-control domains | Inspect outbound traffic | Reimage affected nodes,0.7386,human_review,True
evt-000001323,malware,attack,0.7864042151158721,malware_attack,0.9981269695727464,malware,0.9993333333333334,True,high,Isolate affected device | Run malware scan | Revoke suspicious sessions | Patch firmware and software,0.8929,auto_response,True
evt-000001324,replay_attack,attack,0.5000438625631238,access_attack,0.9796763459507477,replay_attack,0.8168333337318666,True,medium,Enforce nonce validation | Reject stale messages | Synchronize device clocks | Review retransmission patterns,0.6584,human_review,True
evt-000001329,unauthorized_access,attack,0.5094718608135503,access_attack,0.9922172181689781,unauthorized_access,0.8998915600077005,True,high,Revoke suspicious credentials | Force password reset | Enable multi-factor authentication | Review IAM policy changes,0.7047,human_review,True
evt-000001331,credential_theft,attack,0.7165135665811171,access_attack,0.9932822822992456,credential_theft,0.8855061277721297,True,high,Force credential rotation | Invalidate active sessions | Enable MFA | Review authentication logs,0.801,human_review,True
evt-000001352,data_tampering,attack,0.5463761517184254,integrity_attack,0.9884735047286166,data_tampering,0.9911111111111113,True,high,Validate sensor data integrity | Restore trusted telemetry baseline | Inspect affected device firmware | Audit data modification events,0.7687,human_review,True
evt-000001353,jamming,attack,0.9424864017579917,signal_attack,0.9979422550635846,jamming,0.9960659687636394,True,medium,Switch communication channel | Increase signal monitoring | Inspect RF interference source | Activate backup communication path,0.9693,auto_response,True
evt-000001359,data_tampering,attack,0.7576188094961886,integrity_attack,0.9994028126964173,data_tampering,1.0,True,high,Validate sensor data integrity | Restore trusted telemetry baseline | Inspect affected device firmware | Audit data modification events,0.8788,auto_response,True
evt-000001366,credential_theft,attack,0.6921193565619219,access_attack,0.9962926901563834,credential_theft,0.8603921506144139,True,high,Force credential rotation | Invalidate active sessions | Enable MFA | Review authentication logs,0.7763,human_review,True
evt-000001368,replay_attack,attack,0.5713309203270495,access_attack,0.9790523232055854,replay_attack,0.7538606268874258,True,medium,Enforce nonce validation | Reject stale messages | Synchronize device clocks | Review retransmission patterns,0.6626,human_review,True
evt-000001369,mqtt_flood,attack,0.9879623554825269,network_flooding,1.0,mqtt_flood,0.5096612484361959,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.7488,human_review,True
evt-000001380,replay_attack,attack,0.6574114328143579,access_attack,0.9823080227526492,credential_theft,0.5250423480000723,False,high,Force credential rotation | Invalidate active sessions | Enable MFA | Review authentication logs,0.5912,escalate,True
evt-000001384,mqtt_flood,attack,0.9775701590036951,network_flooding,0.988751088387162,mqtt_flood,0.4484307160779224,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.713,human_review,True
evt-000001386,ddos,attack,0.9848180353023019,network_flooding,0.9988421146005281,ddos,0.47029285718508373,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.7276,human_review,True
evt-000001402,ddos,attack,0.9868905008478964,network_flooding,0.9990888085191884,ddos,0.4000609814727966,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.6935,human_review,True
evt-000001406,mqtt_flood,attack,0.9087908567870268,network_flooding,0.9850282597266036,mqtt_flood,0.4885722297305018,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.6987,human_review,True
evt-000001410,ddos,attack,0.9796781808324313,network_flooding,0.996477937267411,ddos,0.4244408006727611,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.7021,human_review,True
evt-000001421,data_tampering,attack,0.5480088436398725,integrity_attack,0.995477446586987,data_tampering,0.9960460992907801,True,high,Validate sensor data integrity | Restore trusted telemetry baseline | Inspect affected device firmware | Audit data modification events,0.772,human_review,True
evt-000001424,mqtt_flood,attack,0.8360531358889409,network_flooding,0.9534790728024167,mqtt_flood,0.47280757614916735,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.6544,human_review,True
evt-000001429,malware,attack,0.8279511334698771,malware_attack,0.9992137962019547,malware,0.99995,True,high,Isolate affected device | Run malware scan | Revoke suspicious sessions | Patch firmware and software,0.914,auto_response,True
evt-000001430,unauthorized_access,normal,0.5858447618283908,,,,,False,,,,missed_detection,
evt-000001445,ddos,attack,0.9885774380867732,network_flooding,0.9999569707401033,ddos,0.46129712472661016,True,high,Enable rate limiting | Block suspicious source traffic | Scale gateway resources | Monitor packet loss and latency,0.7249,human_review,True
evt-000001446,credential_theft,attack,0.5364296207108127,access_attack,0.8637134835340654,credential_theft,0.5532234018138671,True,high,Force credential rotation | Invalidate active sessions | Enable MFA | Review authentication logs,0.5448,escalate,True
evt-000001450,mqtt_flood,attack,0.986336653935653,network_flooding,1.0,mqtt_flood,0.4958321484311541,True,medium,Throttle MQTT publish rates | Inspect abnormal topic activity | Limit broker connection bursts | Monitor queue depth and stream lag,0.7411,human_review,True
